City,Country,Year,Ds,Event,discipline,category,rank,firstname,lastname,country,yob,Qualification 1 score,Qualification 1 rank,Qualification 2 score,Qualification 2 rank,Qualification score,Qualification rank,Semi-Final score,Semi-Final rank,Final score,Final rank
Innsbruck,AUT,2022,BL,WC,lead,Men,31,Marcello,Bombardi,ITA,1993,28+,13,23+,12,17.81,31,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,31,Masahiro,Higuchi,JPN,1992,28+,13,23+,12,17.81,31,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,31,Nicolas,Collin,BEL,1998,32+,17,38,17,17,31,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,34,Mathias,Posch,AUT,1999,29+,20,40+,13,17.03,34,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,35,Maximillian,Milne,GBR,2000,30+,8,23,36,19.37,35,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,35,Anthony,Gullsten,FIN,1991,35+,12,29.5+,22,17.85,35,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,37,Jongwon,CHON,KOR,1996,27+,15,23+,12,19.39,37,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,37,Oscar,Baudrand,CAN,2005,30+,18,34+,21,19.44,37,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,37,Jan-Luca,Posch,AUT,1998,27+,15,23+,12,19.39,37,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,40,Jonas,Utelli,SUI,2003,27,26,40+,13,19.79,40,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,41,Julian,Wimmer,AUT,2005,27,18,23+,12,20.85,41,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,41,Simon,Lorenzi,BEL,1997,28+,21,35+,19,20.71,41,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,43,Campbell,Harrison,AUS,1997,27,26,35+,19,22.95,43,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,43,Dohyun,LEE,KOR,2002,29+,12,23,36,21.77,43,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,45,Louis,Gundolf,AUT,2001,30,19,29+,28,24.27,45,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,45,Lucas,Dufros,FRA,2002,26+,20,23+,12,22.99,45,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,45,William,Ridal,GBR,1997,26+,20,23+,12,22.99,45,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,45,Cheung-chi Shoji,Chan,HKG,1995,26+,20,23+,12,22.99,45,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,49,Georg,Parma,AUT,1997,20+,43,40+,13,24.97,49,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,50,Nicolai,Uznik,AUT,2000,26+,29,29.5+,22,26.66,50,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,51,YUFEI,PAN,CHN,2000,27+,24,29+,28,27.56,51,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,51,Diego,Fourbet,FRA,2002,26,26,23+,12,25.65,51,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,51,James,Pope,GBR,1998,26,26,23+,12,25.65,51,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,51,Fredrik,Serlachius,SWE,1998,26,26,23+,12,25.65,51,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,55,Ram,Levin,ISR,1998,24+,33,29.5+,22,28.43,55,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,56,Timo,Uznik,AUT,2006,24,34,29.5+,22,28.86,56,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,57,Leo Ketil,Bøe,NOR,1999,27,26,29+,28,28.93,57,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,57,Slav,Kirov,BUL,2005,22,33,23+,12,28.06,57,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,59,Hannes,Van Duysen,BEL,2004,26+,20,23,36,29.81,59,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,59,Martin,Bergant,SLO,1996,26+,20,23,36,29.81,59,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,59,Alex,Khazanov,ISR,1995,27+,24,28+,35,29.7,59,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,62,Nikolay,Rusev,BUL,2006,25+,30,29+,28,30.5,62,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,63,Illia,Bakhmet-Smolenskyi,UKR,2005,21+,35,23+,12,30.08,63,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,63,Leto,Cavé,NED,2002,21+,35,23+,12,30.08,63,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,63,Benjamin,Haidacher,AUT,2004,21+,35,23+,12,30.08,63,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,63,Michael,O'Neill,IRL,2000,21+,35,23+,12,30.08,63,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,63,Christian,Wagner,CHI,2002,21+,35,23+,12,30.08,63,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,63,Gergő,Vályi ,HUN,2004,28+,21,23+,43,31.11,63,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,69,Hugo,Parmentier,FRA,1998,21+,38,29.5+,22,31.3,69,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,69,Fedir,Samoilov,UKR,1997,21+,38,29.5+,22,31.3,69,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,71,Joe,Goodacre,USA,2001,25,31,24+,38,34.82,71,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,72,Shinyeong,YUN,KOR,1995,21+,38,29+,28,35.21,72,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,73,Chi-fung,AU,HKG,1995,16,45,23+,12,33.06,73,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,73,Felipe ,Ho Foganholo,BRA,1999,16,45,23+,12,33.06,73,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,73,Thilo Jeldrik,Schröter,NOR,1996,25,31,24,40,35.94,73,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,76,Ross,Fulkerson,USA,2001,28+,21,15,60,36.33,76,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,77,Attila Zsombor,Radics,HUN,2004,22+,35,24+,38,36.71,77,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,77,YONGCHEN,CHEN,CHN,2002,26,26,23,36,33.26,77,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,79,Nimród Sebestyén,Tusnády ,HUN,2004,15,49,23+,12,34.45,79,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,79,Eneko,Carretero Cruz,ESP,2001,17,51,29+,28,39.76,79,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,81,Kindar,McNamee,CAN,2002,21+,38,23+,43,41.95,81,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,81,Benjamin,Hanna,USA,1998,21+,38,23+,43,41.95,81,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,81,Axel,Lindfors,FIN,1991,21+,35,23,36,39,81,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,84,Guy,McNamee,CAN,2002,25+,31,15,49,39.17,84,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,85,Yotam,Ben reuven,ISR,2001,23+,32,14+,51,40.99,85,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,85,Per,Ravlo-Caspersen,NOR,2005,22,36,17+,50,43.15,85,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,87,Radin,Foroughian,IRI,2004,19+,45,24,40,43.43,87,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,87,Ilmari,Piiroinen,FIN,2003,20,43,23,36,41.21,87,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,89,Ivan,Luo,CAN,1999,21+,35,16+,48,42.99,89,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,89,JINBIN,HUANG,CHN,2005,16+,52,28+,35,43.89,89,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,91,Alex,Waterhouse,GBR,1997,22,36,17,53,44.6,91,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,91,Mel,Janse van Rensburg,RSA,2001,15,49,23,36,44.66,91,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,93,Simon,Potucek,CZE,2001,21+,35,14+,51,44.96,93,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,93,Joshua,Mennell,AUS,2004,19,48,24,40,44.82,93,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,95,Jakub,Zietek,POL,2002,16,56,28+,35,44.9,95,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,95,Vasil,Vassilev,BUL,2004,16,45,22+,44,45.23,95,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,97,Sunghoon,PARK,KOR,2003,18,44,18+,47,45.48,97,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,97,Joaquin,Urrutia,CHI,2005,20,44,22,46,44.99,97,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,99,Emil,Abrahamsson,SWE,1996,19+,45,20+,47,46.5,99,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,99,Mateus,Rodrigues Bellotto,BRA,2003,16,45,19+,46,46.25,99,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,101,Benjamin,Vargas,CHI,1999,19+,45,20,48,46.99,101,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,101,Ronny,Escobar,CHI,1997,15,49,21,45,47.67,101,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,103,Thomas,Waldin,NZL,2000,15,49,14+,51,51.49,103,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,103,Tuukka,Simonen,FIN,2002,16+,52,18,49,51.2,103,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,105,Teodor,Kirkebø,NOR,2004,13,53,15,49,51.7,105,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,105,Matthaios,VALSAMIDIS,GRE,1999,19,48,17,53,51.68,105,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,107,Rosen,Ruev,BUL,1998,13,53,14+,51,53.24,107,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,107,Rodrigo,Iasi Hanada,BRA,2002,16+,52,17+,50,52.24,107,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,109,Joaquin,Piriz,ARG,2001,13,53,10+,57,55.48,109,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,109,Matias,OCHOA MARCOS,ARG,2001,19,48,16,57,52.85,109,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,111,Tsz-kiu,LAU,HKG,2004,12+,56,14,55,55.74,111,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,111,Ka-chun,Yau,HKG,1992,16+,52,17,53,54,111,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,113,Man-hei,CHUNG,HKG,2004,14,59,17+,50,54.85,113,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,113,Michail,VOLYRAKIS,GRE,1999,12+,56,13+,56,56.25,113,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,115,Edvards,Gruzitis,LAT,2004,15+,57,17,53,55.98,115,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,115,Nicolas,Salaberry,ARG,1997,8+,58,10,58,58,115,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,117,Mikael,Suihkonen,FIN,2003,15+,57,15+,58,58,117,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,118,Ioannis-Filippos,NOEL-BAKER,GRE,2003,11+,61,15+,58,59.74,118,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,119,Orfeas,TSIAOUSIS,GRE,1999,13,60,2,61,60.5,119,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,,Fabian,Förander,SWE,1998,DNS,,DNS,,DNS,,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,,Pedro ,Avelar,BRA,2000,DNS,,DNS,,DNS,,,,,
Innsbruck,AUT,2022,BL,WC,lead,Men,,Ben,Abel,AUS,1998,DNS,,DNS,,DNS,,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,1,Janja,Garnbret,SLO,1999,TOP,1,TOP,1,1.73,1,TOP,1,39+,1
Innsbruck,AUT,2022,BL,WC,lead,Women,2,Chaehyun,SEO,KOR,2003,41+,4,TOP,1,3.12,3,TOP,1,27+ (2:41),2
Innsbruck,AUT,2022,BL,WC,lead,Women,3,Brooke,Raboutou,USA,2001,TOP,1,36+,2,2.5,3,TOP,1,27+ (2:52),3
Innsbruck,AUT,2022,BL,WC,lead,Women,4,Laura,Rogora,ITA,2001,TOP,1,36+,2,2.5,3,TOP,1,27+ (2:57),4
Innsbruck,AUT,2022,BL,WC,lead,Women,5,Natsuki,Tanii,JPN,2003,41+,4,36+,3,4.42,9,41+,7,25+,5
Innsbruck,AUT,2022,BL,WC,lead,Women,6,Natalia,Grossman,USA,2001,TOP,1,31+,4,3.74,6,43+,6,22,6
Innsbruck,AUT,2022,BL,WC,lead,Women,7,Vita,Lukan,SLO,2000,27+,13,32+,7,11.07,21,40,8,16,7
Innsbruck,AUT,2022,BL,WC,lead,Women,8,Jessica,Pilz,AUT,1996,TOP,1,TOP,1,1.58,1,TOP,1,8+,8
Innsbruck,AUT,2022,BL,WC,lead,Women,9,Hannah,Meul,GER,2001,41+,4,28+,14,10.04,19,37+,9,,
Innsbruck,AUT,2022,BL,WC,lead,Women,10,Manon,Hily,FRA,1994,TOP,1,33,6,3.87,8,35+,10,,
Innsbruck,AUT,2022,BL,WC,lead,Women,10,Molly,Thompson-Smith,GBR,1997,27+,13,35+,4,8.37,14,35+,10,,
Innsbruck,AUT,2022,BL,WC,lead,Women,12,Ryu,NAKAGAWA,JPN,2004,41+,4,31+,4,6.75,11,35,12,,
Innsbruck,AUT,2022,BL,WC,lead,Women,13,Aleksandra,Totkova,BUL,2005,41+,4,31+,4,6.75,11,34+,13,,
Innsbruck,AUT,2022,BL,WC,lead,Women,14,Eliska,Adamovska,CZE,2001,32+,5,35,5,5.48,9,32+,14,,
Innsbruck,AUT,2022,BL,WC,lead,Women,15,Camilla,Moroni,ITA,2001,32+,5,32,8,6.93,11,28+,15,,
Innsbruck,AUT,2022,BL,WC,lead,Women,16,Ievgeniia,Kazbekova,UKR,1996,39+,10,31+,4,9.35,17,27+,16,,
Innsbruck,AUT,2022,BL,WC,lead,Women,17,Futaba,Ito,JPN,2002,39+,10,29+,12,12.5,25,26+,17,,
Innsbruck,AUT,2022,BL,WC,lead,Women,18,Lucka,Rakovec,SLO,2001,32+,5,29,15,9.49,17,23+,18,,
Innsbruck,AUT,2022,BL,WC,lead,Women,18,Giorgia,Tesio,ITA,2000,33+,19,31+,4,11.83,23,23+,18,,
Innsbruck,AUT,2022,BL,WC,lead,Women,18,Lana,Skusek,SLO,2000,34+,16,31+,4,10.75,21,23+,18,,
Innsbruck,AUT,2022,BL,WC,lead,Women,21,Melina,Costanza,USA,1999,30+,8,31+,9,8.99,15,22+,21,,
Innsbruck,AUT,2022,BL,WC,lead,Women,21,Hana,KOIKE,JPN,2005,30+,8,27+,24,14.43,23,22+,21,,
Innsbruck,AUT,2022,BL,WC,lead,Women,21,Mia,Krampl,SLO,2000,TOP,1,31+,4,3.74,6,22+,21,,
Innsbruck,AUT,2022,BL,WC,lead,Women,21,Sara,Copar,SLO,2005,41+,4,31,11,8.46,15,22+,21,,
Innsbruck,AUT,2022,BL,WC,lead,Women,25,Risa,Ota,JPN,1993,29+,10,28+,16,14.46,25,20+,25,,
Innsbruck,AUT,2022,BL,WC,lead,Women,25,Alannah,Yip,CAN,1993,29+,10,28+,16,14.46,25,20+,25,,
Innsbruck,AUT,2022,BL,WC,lead,Women,27,Ignacia,Mellado Quinteros,CHI,2002,29+,10,31+,9,10.22,19,20,27,,
Innsbruck,AUT,2022,BL,WC,lead,Women,28,Sandra,Lettner,AUT,2001,39+,10,28+,14,13.92,28,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,28,Martina,Demmel,GER,2001,39+,10,28+,14,13.92,28,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,30,Claudia,Ghisolfi,ITA,1996,27+,13,30+,11,14.49,30,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,30,Mattea,Pötzi,AUT,2000,27+,13,30+,11,14.49,30,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,32,Gayeong,OH,KOR,2006,39+,10,28,18,15.21,32,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,33,Hélène,Janicot,FRA,1993,39+,10,27+,20,16.01,33,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,33,Sol,SA,KOR,1994,27+,13,29+,14,15.65,33,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,35,Oriane,Bertone,FRA,2005,26,27,30+,11,18,35,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,35,Stasa,Gejo,SRB,1997,29+,26,29+,12,18.03,35,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,37,Momoko,ABE,JPN,2003,27+,13,28+,16,18.23,37,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,37,Kyra,Condie,USA,1996,33,22,28+,14,18.47,37,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,39,YUETONG,Zhang,CHN,2003,27+,13,28,23,20.06,39,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,39,Oceania,Mackenzie,AUS,2002,33+,19,28,18,19.24,39,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,41,Michaela,Smetanova,CZE,2003,34+,16,26+,22,19.69,41,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,41,ZHILU,LUO,CHN,2006,27,23,28+,16,21.35,41,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,41,Yejoo,SEO,KOR,2006,27,23,28+,16,21.35,41,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,44,Käthe,Atkins,GER,2001,34,18,26+,22,20.57,44,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,45,Anne-Sophie,Koller,SUI,1996,27+,13,25+,27,21.94,45,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,45,Miu,KAKIZAKI,JPN,2003,30+,23,27+,20,22.18,45,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,47,Julia,Chanourdie,FRA,1996,33+,19,25+,26,23.02,47,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,47,Valeri,Kremer,ISR,1991,26+,26,28+,16,22.23,47,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,49,Ayala,Kerem,ISR,2001,27+,13,24+,30,23.1,49,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,49,Nolwenn,Arc,FRA,2000,30+,23,26+,22,23.75,49,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,51,Franziska,Sterrer,AUT,1998,27+,13,22,36,25.27,51,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,51,Chloe,Caulier,BEL,1996,30+,23,23,29,26.61,51,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,53,Kylie,Cullen,USA,2004,18,36,28+,16,26.33,53,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,53,Valentina,Aguado,ARG,2001,28+,28,25+,26,28.2,53,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,55,Lucija,Tarkus,SLO,2003,19,33,27+,24,28.65,55,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,55,Luisa,Flohé,GER,2001,21+,33,26+,22,28.68,55,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,57,Noa,Shiran,ISR,2001,19+,32,27,26,28.84,57,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,57,Indiana,Chapman,CAN,2003,28+,28,23+,28,28.98,57,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,59,Savina,Nicelli,ITA,2004,29,27,21+,32,30.07,59,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,59,Julia,Fiser,AUT,1997,25+,28,24+,30,29.48,59,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,61,Quinn,Mason,USA,2003,28+,28,22,31,30.5,61,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,61,Tjasa,Slemensek,SLO,1999,27,23,22,36,29.6,61,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,63,Rebecca,Frangos,CAN,1997,28+,28,21+,32,31.7,63,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,63,HONGCHUN,XIANG,CHN,1998,19,33,25+,27,30.35,63,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,65,Ingrid,Kindlihagen,NOR,2002,25+,28,23+,34,31.13,65,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,65,Lucie,Watillon,BEL,2003,21+,33,23,29,32.13,65,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,67,Bianca,Magalhaes de Castro ,BRA,1988,21+,33,21+,32,34.24,67,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,67,Babette,Roy,CAN,2002,18,36,24,32,34.44,67,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,69,Sunniva,Øvre-Eide,NOR,2004,28+,28,14+,39,34.42,69,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,69,Joanna,Neame,GBR,1999,18+,35,23,35,35,69,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,71,Emily,Phillips,GBR,2002,21+,33,20+,36,35.5,71,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,71,Alejandra,Contreras,CHI,2000,17,43,25,29,35.31,71,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,73,Muykuay,Silva,CHI,1998,23+,30,18+,42,35.71,73,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,73,Jennifer,Wood,GBR,1994,21+,33,19+,37,36.23,73,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,75,Sabina,van Essen,NED,2005,17+,38,24,32,36.06,75,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,75,Maya,Dreamer,ISR,2001,17,40,21+,32,36.61,75,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,77,Aida,Torres Illamola,ESP,2002,20+,38,19+,37,37.75,77,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,77,Naama,Yohai,ISR,2000,20+,31,18+,42,36.3,77,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,79,Emi,Takashiba,CAN,2004,17+,38,21+,38,39.24,79,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,79,Rocio Ailen,Becerra,ARG,1999,18+,39,13+,43,40.95,79,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,79,Thea,Cameron,GBR,2000,17+,38,21+,38,39.24,79,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,82,Tseng-shun,WONG,HKG,2001,15+,42,14+,39,40.97,82,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,83,Hung Ying,Lee,TPE,1985,16,41,14,41,41.25,83,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,83,Laura,Loikas,FIN,2002,17+,38,21,40,40.25,83,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,83,Sunniva Eik,Haave,NOR,1997,17+,38,21,40,40.25,83,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,86,Phoebe,Kenderdine,NZL,2003,11,45,14,41,43.21,86,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,87,Lucinda Ann,Stirling,AUS,1993,15+,42,12,45,43.97,87,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,87,Emily,Scott,AUS,2006,10+,44,17+,44,44.75,87,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,87,Elizabeth,Sepulveda,PUR,2002,10+,44,17+,44,44.75,87,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,90,Mia,Weeda,AUS,2004,15,44,13,44,44,90,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,91,Tuuli,Lappalainen,FIN,1999,10+,44,15+,46,45.5,91,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,91,Doriane,SARAMANDIF,MRI,2005,5+,46,12,45,45.75,91,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,,Nika,Potapova,UKR,2003,DNS,,DNS,,DNS,,,,,
Innsbruck,AUT,2022,BL,WC,lead,Women,,Wai-mui,LING,HKG,2001,DNS,,DNS,,DNS,,,,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,1,Colin,Duffy,USA,2003,,,,,4T5z 13 14,7,3T4z 5 4,2,3T4z 12 9,1
Innsbruck,AUT,2022,BL,WC,boulder,Men,2,Dohyun,LEE,KOR,2002,,,,,3T5z 3 9,17,3T4z 9 9,5,2T4z 10 12,2
Innsbruck,AUT,2022,BL,WC,boulder,Men,3,Yoshiyuki,Ogata,JPN,1998,,,,,5T5z 5 5,1,3T4z 4 4,1,2T4z 10 14,3
Innsbruck,AUT,2022,BL,WC,boulder,Men,4,Jongwon,CHON,KOR,1996,,,,,5T5z 6 5,3,2T4z 3 5,6,2T3z 2 3,4
Innsbruck,AUT,2022,BL,WC,boulder,Men,5,Kokoro,Fujii,JPN,1992,,,,,4T5z 7 8,9,3T4z 5 6,3,2T3z 3 4,5
Innsbruck,AUT,2022,BL,WC,boulder,Men,6,Yannick,Flohé,GER,1999,,,,,3T5z 7 13,19,3T4z 6 11,4,2T3z 7 7,6
Innsbruck,AUT,2022,BL,WC,boulder,Men,7,Tomoa,Narasaki,JPN,1996,,,,,4T4z 6 6,9,2T4z 5 8,7,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,8,Sean,Bailey,USA,1996,,,,,3T5z 6 11,13,2T4z 6 8,8,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,9,Sam,Avezou,FRA,2001,,,,,3T5z 4 7,19,2T4z 10 9,9,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,10,Tomoaki,Takata,JPN,1995,,,,,3T5z 6 11,13,2T4z 10 11,10,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,11,Hamish,McArthur,GBR,2002,,,,,4T5z 6 9,3,2T3z 4 4,11,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,12,Jakob,Schubert,AUT,1990,,,,,5T5z 9 6,5,1T4z 1 7,12,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,13,Alexander,Megos,GER,1993,,,,,4T5z 14 11,16,1T4z 2 7,13,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,14,Maximillian,Milne,GBR,2000,,,,,4T5z 8 8,11,1T4z 3 12,14,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,15,Rei,Kawamata,JPN,2003,,,,,4T5z 5 6,1,1T3z 1 4,15,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,16,Zan,Lovenjak Sudar,SLO,1998,,,,,4T5z 12 6,13,1T3z 1 6,16,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,17,Kento,YAMAGUCHI,JPN,2002,,,,,4T5z 6 7,7,1T3z 5 8,17,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,18,Mathieu,Ternant,FRA,1996,,,,,4T5z 10 15,5,1T3z 6 17,18,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,19,Alex,Khazanov,ISR,1995,,,,,4T4z 7 7,11,0T3z 0 7,19,,
Innsbruck,AUT,2022,BL,WC,boulder,Men,20,Nikolay,Rusev,BUL,2006,,,,,3T5z 7 9,17,0T3z 0 10,20,,
